Time,M1_RR,M2_RL,M3_FR,M4_FL,V_batt,Theta,Phi,Psi,PosX,PosY,BaroAlt,LidarPulse,SetX,SetZ,SetY,SetYaw
19.600,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.610,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.620,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.630,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.640,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.650,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.660,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.670,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.680,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.690,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.700,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.710,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.720,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.730,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.740,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.750,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.760,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.770,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.780,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.790,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.800,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.810,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.820,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.830,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.840,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.850,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.860,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.870,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.880,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.890,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.900,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.910,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.920,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.930,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.940,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.950,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.960,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.970,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.980,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
19.990,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.000,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.010,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.020,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.030,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.040,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.050,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.060,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.070,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.080,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.090,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.100,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.110,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.120,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.130,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.140,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.150,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.160,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.170,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.180,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.190,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.200,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.210,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.220,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.230,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.240,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.250,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.260,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.270,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.280,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.290,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.300,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.310,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.320,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.330,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.340,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.350,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.360,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.370,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.380,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.390,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.400,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.410,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.420,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.430,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.440,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.450,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.460,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.470,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.480,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.490,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.500,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.510,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.520,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.530,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.540,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.550,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.560,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.570,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.580,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.590,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.600,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.610,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.620,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.630,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.640,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.650,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.660,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.670,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.680,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.690,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.700,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.710,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.720,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.730,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.740,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.750,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.760,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.770,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.780,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.790,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.800,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.810,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.820,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.830,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.840,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.850,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.860,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.870,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.880,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.890,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.900,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.910,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.920,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.930,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.940,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.950,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.960,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.970,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.980,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
20.990,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.000,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.010,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.020,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.030,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.040,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.050,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.060,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.070,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.080,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.090,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.100,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.110,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.120,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.130,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.140,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.150,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.160,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.170,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.180,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.190,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.200,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.210,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.220,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.230,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.240,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.250,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.260,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.270,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.280,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.290,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.300,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.310,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.320,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.330,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.340,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.350,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.360,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.370,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.380,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.390,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.400,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.410,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.420,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.430,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.440,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.450,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.460,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.470,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.480,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
21.490,235.0,173.0,188.0,223.0,10.28,8.967,179.847,-0.409,-1.23293,-0.37343,0.822,0.0,0.000,0.000,5.000,0.000
